,artist,track,uri,nick_history,jojo_history,rich_history
546,Aphex Twin,Xtal,spotify:track:7o2AeQZzfCERsRmOM86EcB,,True,
547,Kanye West,On Sight,spotify:track:1gqkRc9WtOpnGIqxf2Hvzr,,,
548,Goldie Boutilier,He Thinks That I'm an Angel,spotify:track:3s7IGYxf9eqxpGADqjpkyn,,,
549,Kanye West,Spaceship,spotify:track:1ko2NuvWlQdxtNRc8QQzmT,,,True
550,Kero Kero Bonito,The Princess and the Clock,spotify:track:1o1aFykyi3d4qQPxDcPCJ7,,True,
551,Chloe x Halle,Do It,spotify:track:1bRjwdtScY2eMe9uMmsOkG,,True,
552,Daft Punk,"Harder, Better, Faster, Stronger",spotify:track:5W3cjX2J3tjhG8zb6u0qHn,,True,
553,Chloe x Halle,Ungodly Hour,spotify:track:4SJRgLsuBKTEBEl9n6JsNu,,True,
554,Kanye West,Jesus Walks,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,,True,
555,Whethan,Win You Over (feat. Soak),spotify:track:7piA9DxQTCKwxXWOOK7zXZ,,,
556,Randa,Heatwave,spotify:track:0aGbjADuRz7IUuZD5MZ4F6,,True,
557,Death Grips,Lil Boy,spotify:track:6fab5rAf9v58GR8P2Q1o1s,,True,
558,Death Grips,I've Seen Footage,spotify:track:7nCONy10IHp7XD3oYZ0lcx,,True,
559,Pixies,Where Is My Mind?,spotify:track:0KzAbK6nItSqNh8q70tb0K,,,
560,Flamingosis,Groovin',spotify:track:01TeWe9FtQOOoO1xD8idoU,,True,
561,GameChops,Roll Me In,spotify:track:6H2NkE3V5QzHbHkYdaRm2W,,True,
562,Big Thief,Simulation Swarm,spotify:track:2FwDApgXk91kXvqy2oB7dz,,True,
563,FLOOR BABA,WIGGLECORE,spotify:track:0OSkkfKiaPnmlL9ocLVgs9,,True,
564,Laura Les,Haunted,spotify:track:1toNKayLMeCcVlsLGXJl7n,,True,
565,Yelle,Je veux te voir,spotify:track:4H9637mkUDyk9Rq0WgDEwc,,True,
566,Father,Thotnite,spotify:track:65W1Qwn5MHidrr2tLran2v,,True,
567,Flo Milli,Pockets Bigger,spotify:track:6qwlA0caBeRjIlaqnucLrC,,True,
568,YOU LOVE HER,Spitting Glass,spotify:track:7r1vMKvaKeR5hxRGFEujaH,,True,
569,Sleigh Bells,Holly,spotify:track:5rHts9z54qL4ih7lt6CuZf,,True,
570,Mike Dimes,HOME,spotify:track:2WnPietHTd9hrIPbZnpoHL,,,
571,Still Woozy,Goodie Bag,spotify:track:4vHNeBWDQpVCmGbaccrRzi,True,True,
572,Glee Cast,Party All the Time (Glee Cast Version) (feat. Gwyneth Paltrow),spotify:track:5PDLtrTRNJAZu8dTKEfMff,,,
573,Death Grips,Giving Bad People Good Ideas,spotify:track:3rkBaypKGiemuTeZSRCBKk,,True,
574,JPEGMAFIA,ROUGH 7,spotify:track:0ekzigrO6pKmtR2sOc9PW7,,True,
575,The Marías,Calling U Back,spotify:track:5WVWQQpBJqljbZtxo19CxS,,True,
576,LIZ,When I Rule the World,spotify:track:7nu0Lc0jJltztDxsGeoPiG,,True,
577,Kali Uchis,¡aquí yo mando!,spotify:track:1kmFdSFT6kcyzdIq445Iww,,True,
578,Kanye West,Bring Me Down,spotify:track:25K9cWrxNv991UYiOzBJqR,,,
579,LIZ,Lost U 2 the Boys,spotify:track:226sq19uLZhnN6UzU0ZN04,,True,
580,The Marías,I Like It,spotify:track:3Vm6yiTPfhFeUHD4gt42cZ,,True,
581,Vendredi sur Mer,Écoute Chérie,spotify:track:1zyUz3eZ3sytdaR9lfW17q,,True,
582,CHAI,N.E.O.,spotify:track:4EqaFid5RyRkC5LlTp7Lul,,,
583,Vince Staples,TAKE ME HOME,spotify:track:3RXGbZhy0Hyur2mSVDlu51,,True,
584,Rico Nasty,Pussy Poppin (I Don't Really Talk Like This),spotify:track:0Hb2KGmwZez23POGBw2Xc2,,True,
585,Kero Kero Bonito,When The Fires Come,spotify:track:0M6rITkLFIAMXPZWHpvJ7I,,True,
586,Calum Bowen,Free Money,spotify:track:7cCiRXG3WY0E3Wo0hD7srY,,True,
587,Cashmere Cat,9 (After Coachella) (feat. MØ & SOPHIE),spotify:track:66QK2ov3jneXmdquV0JpZ1,,True,True
588,Seth Parker,Sunrise over Snaktooth Island,spotify:track:4mLmtIHXfOLJGh11QvsQOj,,True,
589,Vince Staples,Blue Suede,spotify:track:6w6SW8zyEcyxwSR7Wya45a,,True,
590,HALCALI,タンデム,spotify:track:0bSBf3zT4yi1ovg4mkakvG,,True,
591,KIDS SEE GHOSTS,Kids See Ghosts,spotify:track:2I3dW2dCBZAJGj5X21E53k,,True,True
592,You.,Nickel,spotify:track:5hxPPuXySqgCTEUwNGHQdz,,True,
593,The Buttress,Brutus,spotify:track:57gfWnvoMmnXBdghubxWrg,,True,
594,Asian Doll,Itty Bitty Bitches - Asian Doll Remix,spotify:track:2uww1QnLJtNgP5xXlqfNx0,,True,
595,Amy Winehouse,Addicted,spotify:track:7or26qS3BfpTtWO3BFw5GE,,True,
596,Car Seat Headrest,Fill in the Blank,spotify:track:0SVvyfRMFMRJzc0L2odX20,,True,
597,DAISY,DAYDREAMING,spotify:track:05RfpPTgjYosszbrhtpVLO,,,
598,Rihanna,Same Ol’ Mistakes,spotify:track:6Z2jgMpqSzKsZkyBWqYkv8,,True,
599,Toby Fox,Death By Glamour,spotify:track:7BGZ27yeaKR5OZOIxyegZi,,True,
600,Flipp Dinero,Leave Me Alone,spotify:track:6V7g6qM8wheMivMWrzbPTM,True,True,
601,Danny Brown,Dip,spotify:track:29Zj1r8cek15xe08vNUOLy,,True,
602,Kanye West,I Love It (& Lil Pump),spotify:track:4S8d14HvHb70ImctNgVzQQ,True,True,
603,Tim Hox,Amare,spotify:track:6HZSQv4KQ6YHZK6bu75MJz,True,,
604,Machine Gun Kelly,el Diablo,spotify:track:2jRmKc69qzGKzGU9SdH5u7,True,,
605,Whethan,When I'm Down,spotify:track:556l9P7WVZVyYUBjT1YFTT,True,,
606,Roy Woods,Four Seasons,spotify:track:1zZA8kT0U3pADcJ3GIhdEQ,True,,
607,tobi lou,Endorphins,spotify:track:55uz6CCy6OT60yq5jf8ZfY,True,,
608,JVKE,this is what falling in love feels like,spotify:track:4UG2Fm0E98LhE2dlNxiAXx,True,,
609,Sueco,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],spotify:track:2xKQj6P0TgxBVaRiojP2s2,True,,
610,DVBBS,West Coast (feat. Quinn XCII),spotify:track:4fCE1SCDulouoac9Q8XroU,True,,
611,Tyga,Taste (feat. Offset),spotify:track:5IaHrVsrferBYDm0bDyABy,True,,
612,Eminem,River (feat. Ed Sheeran),spotify:track:1cS0TgbR263ey9jn0MwD2s,True,,
613,Drake,Way 2 Sexy (with Future & Young Thug),spotify:track:0k1WUmIRnG3xU6fvvDVfRG,True,,True
614,Rae Sremmurd,Perplexing Pegasus - From SR3MM,spotify:track:1ung2kajpw24AaHjBtPY3j,,,
615,Daniel Caesar,SUPERPOSITION,spotify:track:45PxuJqJBnPXZKLxoo9Apj,,,
616,Russ,PARANOID,spotify:track:5C66lHZQzmxJnSPfklujLw,True,,
617,NOTD,So Close,spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,True,,
618,Justin Bieber,Get Me (feat. Kehlani),spotify:track:5VwwpU7KsLhgfbMEecedhJ,True,,True
619,Anderson .Paak,Fire In The Sky,spotify:track:3zpGIFghtnVlwMXWyKW474,,,
620,Charlie Puth,Attention,spotify:track:4iLqG9SeJSnt0cSPICSjxv,True,,
621,Polo G,RAPSTAR,spotify:track:43PGPuHIlVOc04jrZVh9L6,True,,
622,Kendrick Lamar,ELEMENT.,spotify:track:1EaKU4dMbesXXd3BrLCtYG,True,,
623,Juice WRLD,Wandered To LA (with Justin Bieber),spotify:track:5J6rTmMjF9DVIAF8G3M9n4,True,,True
624,TAEYANG,"눈,코,입 (Eyes, Nose, Lips)",spotify:track:0lYtIvI7bO51PZSeK22Mbz,True,,True
625,Polo G,Bad Man (Smooth Criminal),spotify:track:6RfhBNU1FPWTG7VESlfgOl,True,,
626,Lil Tjay,Calling My Phone,spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,True,,True
627,DaniLeigh,Lil Bebe (feat. Lil Baby) - Remix,spotify:track:2fwkl5Z8ujDtAh6qxEA5x0,True,,
628,MadeinTYO,Skateboard P,spotify:track:4qdgv45EPcQqpQ08tF34f8,True,,
629,Galantis,Tu Tu Tu (That's Why We),spotify:track:3qY5bS9bKs5HedrAiWfP6x,True,,
630,The Chainsmokers,Somebody,spotify:track:0fTiDOXRNEN0lUeYGoSHml,True,,
631,MitiS,Follow You,spotify:track:39HR1Y2wLu0GBwD5dbdDu5,True,,
632,Meek Mill,Open (feat. Verse Simmonds),spotify:track:0i930ZNJTKVgSAZQKzonJf,True,,
633,ACRAZE,Do It To It,spotify:track:20on25jryn53hWghthWWW3,True,,True
634,Kina Grannis,Can’t Help Falling in Love,spotify:track:7uuEfUMuPeQ7RlSWa0cES2,,,
635,Martin Garrix,Oxygen,spotify:track:2ZG0Wumvp291QIsQ9YXzHl,True,,
636,Kanye West,No Child Left Behind,spotify:track:3onYsG7nB3FwEVHYYWCrIM,True,,
637,The Weeknd,Is There Someone Else?,spotify:track:0mL82sxCRjrs3br407IdJh,True,,
638,Young Thug,Hot (feat. Gunna),spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,True,,
639,NAV,Know Me,spotify:track:2e3oSed7fWKJ63VCxtMAAH,True,,
640,Sam Smith,Too Good At Goodbyes,spotify:track:7oAraczbemGSNWqnbkU87R,True,,True
641,Aminé,Places + Faces,spotify:track:1iTbIO32m3hmY8he7gkPiy,True,,
642,Zedd,Ignite - 2016 League Of Legends World Championship,spotify:track:39rqDP2s2hN1JtXptyeM3u,True,,
643,Travis Scott,SKELETONS,spotify:track:6NMtzpDQBTOfJwMzgMX0zl,True,,
644,Mike Perry,The Ocean (feat. Shy Martin),spotify:track:2CPqh63wRVscbceKcPxwvv,True,,
645,REASON,Show Stop,spotify:track:779bZ6dEbYnVU7gMmEtgFP,True,,
646,Internet Money,Somebody,spotify:track:735RSTb2xbtWbDtKD9XDYi,True,,
647,Abhi The Nomad,FEUD,spotify:track:25amAN0VbvreKt3NwWIH4m,True,,
648,Trippie Redd,Topanga,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,True,,
649,Dawid Podsiadło,Let You Down,spotify:track:1qpGMJi0ippCaMUOs7cz2q,True,,
650,Dabin,Alive,spotify:track:0XtnjngdyPgVxb9qXBUeJh,True,,True
651,FLETCHER,Undrunk,spotify:track:5SHhPFh68OhUmuRPymKX9d,True,,
652,J. Cole,1 0 0 . m i l ‘ (with Bas),spotify:track:4n6NDfYake476trCjJRNl0,True,,
653,The Weeknd,Out of Time,spotify:track:2SLwbpExuoBDZBpjfefCtV,True,,
654,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),spotify:track:1lL7Sj9AitQT7YWXs6obEq,True,,
655,Pink Sweat$,Midnight River (feat. 6LACK),spotify:track:5HphhcOuLFWBj9IghbrKJB,True,,True
656,Childish Gambino,IV. Sweatpants,spotify:track:00GOPLxW4PGQuUYdPJh8K1,True,,
657,MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,spotify:track:4XII12nbsvJblXfG1I2QR4,True,,
658,Lil Wayne,Trust Nobody (ft. Adam Levine),spotify:track:5BVVgL1FJ0wAEyNH0Mc8yX,True,,
659,NAV,Tap (feat. Meek Mill),spotify:track:1xkMNjOFNCw3OCI7Gtjpjb,True,,
660,XXXTENTACION,what are you so afraid of,spotify:track:57nOpVSc3j9o03Cr928ZM4,True,,
661,Tones And I,Dance Monkey,spotify:track:1rgnBhdG2JDFTbYkYRZAku,True,,True
662,YNW Melly,Suicidal,spotify:track:1iSqfoUFnQwV0QW1EfUit8,True,,
663,Bas,Tribe (with J. Cole),spotify:track:0YAQnYt2oB8OdoaeqnHyTI,True,,
664,Joji,Demons,spotify:track:77UXyXy6qie0sOtLdEIH4A,True,,True
665,Future,Mask Off,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,,,True
666,Big Sean,Living Single,spotify:track:36xxq7VDZZsGwARsn6Clo7,True,,
667,Louis The Child,Better Not (with Wafia),spotify:track:7n1940b6kHcaEewFSZXnXa,True,,True
668,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),spotify:track:6f5ExP43esnvdKPddwKXJH,True,,True
669,Gryffin,Bye Bye (feat. Ivy Adara),spotify:track:676eXXtx6I7yxaDfXvMpjK,True,,
670,Kap G,Marvelous Day (feat. Lil Uzi Vert & Gunna),spotify:track:4kfEy7h6bWBS5OaDpccTap,True,,
671,Post Malone,Congratulations,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,True,,True
672,Buddy,Black (feat. A$AP Ferg),spotify:track:5We8lGFNpA1IkHAfIJU9XM,True,,
673,Hiroaki Tsutsumi,Greatest Strength,spotify:track:0qLRYyADLptZlBy1WAW1lG,True,,True
674,DaBaby,ROCKSTAR (feat. Roddy Ricch),spotify:track:7ytR5pFWmSjzHJIeQkgog4,True,,True
675,Arizona Zervas,ROXANNE,spotify:track:696DnlkuDOXcMAnKlTgXXK,True,True,True
676,Tee Grizzley,Wake Up (feat. Chance the Rapper),spotify:track:1MfNF3rf2SvI7B8fYhLEE7,True,,
677,Adam Jensen,Sandcastles,spotify:track:0lh4oNgVBGnJ5LkjYwhHdk,,,
678,Kanye West,Street Lights,spotify:track:6j8gTlbhj9KJSeypNcNAS9,True,,True
679,Ukiyo,The Middle,spotify:track:3iSqkvJmmEfvG65MI0Ua8R,True,,
680,DOLF,If I Die,spotify:track:50nQvrEGglpXk3ng6AYjQ5,True,,
681,Nebu Kiniza,Gassed Up,spotify:track:6JjEVlMkfHWMeYavkEYzNO,True,,
682,Buddy,Trippin' (feat. Khalid),spotify:track:6TrzifGqGOc2DfBbiXQtTz,True,,True
683,Cordae,Wassup (feat. Young Thug),spotify:track:7MC00oCO5s39O43WdUgwfA,True,,
684,Russ,Losin Control,spotify:track:4cxMGhkinTocPSVVKWIw0d,True,,True
685,NIKI,odds,spotify:track:6PUtUVzOu0Wj6RvoJKini9,True,,
686,Joji,Will He,spotify:track:6i3K9JRY0Bc6kZZeyMuikL,True,,
687,IU,LILAC,spotify:track:5xrtzzzikpG3BLbo4q1Yul,True,,
688,Justin Bieber,Lonely (with benny blanco),spotify:track:4y4spB9m0Q6026KfkAvy9Q,True,,
689,Kodak Black,Tunnel Vision,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,True,,
690,Jorja Smith,February 3rd,spotify:track:3c5gLGgwRrE7sQYSNHCXEj,True,,
691,Kygo,I'll Wait,spotify:track:6Q3K9gVUZRMZqZKrXovbM2,True,,
692,Higher Brothers,WeChat,spotify:track:49iftzwMkjN6d8YI7fsB7t,True,,
693,FBG GOAT,17 Dayz 17 Nightz,spotify:track:5vKPRsOdPchNC6dq2vEslM,True,,
694,Aaron Smith,Dancin - Krono Remix,spotify:track:4IlqQhaxrGPxmg35YcXXuS,True,,
695,Uzuhan,Uzutrap,spotify:track:2L964VShliCkancW0Q46B3,,,
696,Jorja Smith,Blue Lights,spotify:track:1It1TxBK3xIQAB4xJkPevn,True,,
697,EVERGLOW,Adios,spotify:track:5uHl2eYaITSX6xEX8bmaXy,True,,True
698,Lorde,Liability,spotify:track:4JyLFq2mHC8JPFTXHwYPWD,True,True,
699,Jaden,PCH,spotify:track:4bFTxLslBZUNC3Eti9aAtM,True,,
700,SLANDER,Superhuman,spotify:track:6jQPolTBq89z9AHrMrmYpS,True,,
701,The Kid LAROI,ATTENTION,spotify:track:5JrljwNvTFN6y7b5a5Nzq7,True,,True
702,Adele,Easy On Me,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,True,,True
703,Ekali,Blame,spotify:track:089tprIgsyFSOrZpugamLI,True,,True
704,Sheck Wes,Mo Bamba,spotify:track:3QybPutx0Tjk472bBKjNWn,,,
705,ARMNHMR,WANT U,spotify:track:4gA8RYIv4IG31JqKUM0QnW,True,,True
706,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",spotify:track:59Y0p04ejSaryeMpEpxXBO,True,,
707,2 Chainz,It's A Vibe,spotify:track:6H0AwSQ20mo62jGlPGB8S6,True,,
708,Childish Gambino,3005,spotify:track:2ZltjIqztEpZtafc8w0I9t,True,,True
709,Troye Sivan,Dance To This (feat. Ariana Grande),spotify:track:1NbGcdgwRHZ5rbPIT9hdR3,,,
710,MitiS,Homesick (feat. SOUNDR),spotify:track:1lypBFGiKyft1PVgNp358Y,True,,
711,A$AP Rocky,Too Many Gods,spotify:track:0fhoeNTlGRZgNlwfVLauFs,True,,
712,J Balvin,Mi Gente,spotify:track:4ipnJyDU3Lq15qBAYNqlqK,True,,
713,Famous Dex,JAPAN,spotify:track:5PTG6rrL6EPFD9E2QMI2pl,True,,
714,Travis Scott,HOUSTONFORNICATION,spotify:track:58TaFP5j5i9swOf584yon2,True,,
715,Soulja Boy,She Make It Clap - Remix,spotify:track:0S7eavOH2yPKEotR7SYpob,True,,
716,R3HAB,Killing Time,spotify:track:5XVO2yXESFgE9og4IwrILf,True,,
717,Dua Lipa,Don't Start Now,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,True,,
718,CJ Fly,RUDEBWOY (feat. Joey Bada$$),spotify:track:6LNawo47rq69QlFp85qyLM,,,
719,A.CHAL,Round Whippin',spotify:track:3CCyOANoEy4UvUgPYFv1uV,True,,
720,Calboy,Envy Me,spotify:track:7rvyVWja33WG9R97oeJAjx,True,,True
721,Conan Gray,Telepath,spotify:track:3Z39gbqdaGL3WJXBG0gcuE,True,,
722,Cordae,Kung Fu,spotify:track:1eEYbTvRWPEozV0ttNO0NC,True,,
723,Linked Horizon,Shinzo wo Sasageyo!,spotify:track:5uraJqtCBvLpwt3VeomZdq,True,,
724,88rising,Midsummer Madness,spotify:track:6TodWdTSDfzwgYynTZSvJn,True,,True
725,KIDS SEE GHOSTS,Feel The Love,spotify:track:3aUFrxO1B8EW63QchEl3wX,True,True,True
726,BLACKPINK,Love To Hate Me,spotify:track:7iKDsPfLT0d5mu2htfMKBZ,True,,
727,Russ,Some Time,spotify:track:1vxkXq9ifXIGRqntjvdg3G,True,,
728,Sampha,(No One Knows Me) Like the Piano,spotify:track:5zOnoB8FdZudDcPX4O8WqF,True,,
729,Gucci Mane,Wake Up in the Sky,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,True,,
730,tobi lou,Buff Baby,spotify:track:1F1QmI8TMHir9SUFrooq5F,,True,True
731,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",spotify:track:6BaCraQ9xeLYg4Sb9TBT2X,True,,
732,Kygo,Sunrise (feat. Jason Walker),spotify:track:4ODnJrz0C3AJ4DFv8YQhJ8,True,,
733,The Chainsmokers,High,spotify:track:3t4KHjd8uQpJJ2fa0fRIpR,True,,True
734,Oh Wonder,Landslide,spotify:track:3X3mfRMRaPJRiIMDMQtSkd,True,,
735,Ado,新時代 - ウタ from ONE PIECE FILM RED,spotify:track:2l2yRJWgMiJkfPbRNiuC25,True,,
736,Jaden,Falling For You with Justin Bieber,spotify:track:24MWSatP5sTylISvJONhnB,True,,
737,Big Sean,Owe Me,spotify:track:1u0MOgWF1bbylVxpJG2ZjB,True,,
738,Y2K,Lalala,spotify:track:51Fjme0JiitpyXKuyQiCDo,True,,
739,G-Eazy,Moana,spotify:track:1Tfxi7N3DW4zvAuVjt9g8X,True,,
740,Don Toliver,HAD ENOUGH (feat. Quavo & Offset),spotify:track:7LGWmZaoS7jZJ5tEi9EcDi,True,,
741,Drake,Gyalchester,spotify:track:6UjfByV1lDLW0SOVQA4NAi,True,,
742,Marian Hill,Down,spotify:track:5eCkuGPZNl4mISFNPgr3Dd,True,,
743,Justin Bieber,Come Around Me,spotify:track:2o9LAypwGH4ctV0i9boo6d,True,,
744,Tones And I,The Kids Are Coming,spotify:track:76bvw5EDyhm1b3dfsOToYG,True,,
745,Jarreau Vandal,Someone That You Love,spotify:track:3S2LNcyJre3hvJbPTcoghO,True,,
746,Noah Cyrus,Live or Die,spotify:track:0OiXVxQHUFxvYxQew4xyhD,,,
747,Sam Tompkins,Whole,spotify:track:2JZixjPnrQ67VOPQRDKSmH,True,,
748,Martin Garrix,Won’t Let You Go,spotify:track:5UZA39t4lX42ApegVubl7f,True,,
749,Yung Bae,"Bad Boy (with Wiz Khalifa, bbno$, MAX)",spotify:track:09Mxpg8wkI1ynsc3sVDiUU,True,,
750,A$AP Twelvyy,Diamonds (feat. A$AP Rocky),spotify:track:5G4JadFe3Kg1Tiwrw8yRcn,True,,
751,benny blanco,Graduation (with Juice WRLD),spotify:track:6cjSh516BbrNUs213jDAGm,,,
752,Aerosmith,Walk This Way,spotify:track:5SZ6zX4rOrEQferfFC2MfP,True,,
753,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),spotify:track:3DoBTwfr8yi2LN08SBpFkN,True,,
754,Empire of the Sun,Alive,spotify:track:4w94do2H8MHiFJvIYF24VT,True,,
755,Jaden,Chateau,spotify:track:2mbAFKj9gePjW91G1WH3sp,True,,
756,michel ko,Shy,spotify:track:7rC5wanfy9OOtsYbGUbzgg,True,,
757,SLANDER,When I'm With You (feat. neverwaves),spotify:track:6bKr1OdjfJq2zv297uQlCq,True,,
758,R3HAB,Creep - mint Singles,spotify:track:5LRxdeykOfvKb1aWGrrGyo,True,,
759,Shanti Dope,Amatz,spotify:track:59aZ0ioyVrmtdut1KfU5aT,True,,
760,Lil Skies,Bad Girls (feat. Gucci Mane),spotify:track:0hCHNYL8ApQCGNwJrYN1FY,True,,
761,XXXTENTACION,whoa (mind in awe),spotify:track:7pdF27mSDuPWhppnHAmWHa,True,,True
762,ROLE MODEL,minimal,spotify:track:28sNP4vXS6EtFr2VKPhCTQ,True,,
763,J. Cole,KOD,spotify:track:7yotKA30dwTKNEGomV9ZsI,True,,
764,Martin Garrix,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),spotify:track:3jbAzLVcHiI5hYSkcKe1Ty,True,,
765,Kane Brown,Memory - Feather Remix,spotify:track:1Wpe3EXorasdlnzUOX472Z,True,,
766,The Weeknd,Less Than Zero,spotify:track:2D4dV2KXDTszzJ3p3cFqhA,True,,
767,Kanye West,Violent Crimes,spotify:track:2VYb3Fb5iK5Y8HGZ8oEEkp,True,True,True
768,Childish Gambino,Retro (Rough),spotify:track:1nRTH500HbZX8PYwT4ZMby,True,,
769,Pop Smoke,Gangstas,spotify:track:1hg3RlqFZXJb5YgRoK9qmF,True,,
770,NAV,Wanted You (feat. Lil Uzi Vert),spotify:track:790MhTXPFrYkrqCKvpg4t1,True,,True
771,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,spotify:track:1BuZAIO8WZpavWVbbq3Lci,True,,True
772,Tai Verdes,Stuck In The Middle,spotify:track:4y3BUo2hp0MxylfbUaqRyJ,True,,
773,Drake,Can’t Take A Joke,spotify:track:7cfvP13Bqb1EyCZQiYsLum,True,,
774,Camila Cabello,Havana (feat. Young Thug),spotify:track:0ofbQMrRDsUaVKq2mGLEAb,True,,True
775,Lil Mosey,Blueberry Faygo,spotify:track:22LAwLoDA5b4AaGSkg6bKW,True,,
776,KSHMR,Around the World (feat. NOUMENN) [Official Sunburn Goa Anthem 2021],spotify:track:6ZX8X4GRnIAOPQs3vduWHH,True,,
777,Yeezy Activist,Baby Call Out,spotify:track:2yJvdipndAlsJj3zWmpb76,,,
778,Kygo,Stargazing,spotify:track:0Zbbxnx4SGGHoIow4PpISP,True,,
779,Childish Gambino,Sober,spotify:track:5NhlpQ6BOIz3S5welptk1W,True,,True
780,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",spotify:track:3y3brCCecHC3Db18aIOnny,True,,
781,ONE OK ROCK,Wherever you are,spotify:track:0YAMQSmHk6BSUGTYpaoqTJ,True,,
782,Lil Wayne,Famous (feat. Reginae Carter),spotify:track:05r1GGg1Rhs0RcUg27C82a,True,,
783,VIC MENSA,Reverse (feat. G-Eazy),spotify:track:5Vvu6MkyvNVdbsD5oV49Aw,True,,
784,GoldLink,Herside Story,spotify:track:564oa00vY05d1uYnTEAAmE,True,,
785,The Weeknd,Hardest To Love,spotify:track:6kWxIqQDsKFYCJGbU4AjCX,True,,
786,24kGoldn,A LOT TO LOSE,spotify:track:4l1pEoIJvTP4eJzvuoHI4U,True,,
787,iann dior,gone girl,spotify:track:6G0FACzGN80Dj2v4ass5rq,True,,True
788,Meek Mill,Stay Woke (feat. Miguel),spotify:track:0qI4TYcBno4YBhjuH3HV0A,True,,
789,Joyner Lucas,The War (feat. Young Thug),spotify:track:2o1dvKh58G11C51Y9EgBs3,True,,
790,Alison Wonderland,Church,spotify:track:6Apozxrk03AIyQwyswUjbt,True,,True
791,ØZI,LAVA!,spotify:track:4uzLQs0FW2f3xZmw2Ox8U2,True,,
792,G-Eazy,Leviathan,spotify:track:5oZvmo8ARpuBbaGArm8cBn,True,,
793,Thekidszn,Leave Me Alone,spotify:track:5iX1FIxAdb3YoWP846kjvP,True,,
794,Rex Orange County,New House,spotify:track:79yScU3wNnv2yPF3awYqnU,,,
795,Big Sean,Halfway Off The Balcony,spotify:track:4atJ40xfasjdM9ZF3p07BV,True,,
796,Justin Bieber,Hold On,spotify:track:4u4NyuceXP7Uzh7XFJKCr1,True,True,
797,Seven Lions,First Time (feat. Dylan Matthew),spotify:track:27YD36FUikKxbp3bKSiKGZ,True,,True
798,Jaden,Rainbow Bap,spotify:track:0hmA5UgR7wphVWN83AVDgF,True,,
799,Empire of the Sun,Walking On A Dream,spotify:track:0mBkoM8r7KAQzZij5swTUL,True,,
800,Juice WRLD,Reminds Me Of You,spotify:track:5YSHygGN9D0mID1NsVd5my,True,,
801,Bazzi,Young & Alive,spotify:track:5RsKelNxucrDxgMbZ3vd3W,True,,
802,KYLE,iSpy (feat. Lil Yachty),spotify:track:2EEeOnHehOozLq4aS0n6SL,True,,
803,Jorja Smith,Lost & Found,spotify:track:6jaLFu5HvfNrI1JmcM4eXu,True,,True
804,Tory Lanez,The Color Violet,spotify:track:3azJifCSqg9fRij2yKIbWz,True,,
805,Alesso,Going Dumb (with Stray Kids),spotify:track:3Ea1CNsTqBY4RtAESrBeNI,True,,
806,KIDS SEE GHOSTS,Kids See Ghosts,spotify:track:2I3dW2dCBZAJGj5X21E53k,,True,True
807,Justin Bieber,Red Eye (feat. TroyBoi),spotify:track:24OeEKPQ8qqNZnPevRHxUT,True,,
808,Imagine Dragons,Bones,spotify:track:54ipXppHLA8U4yqpOFTUhr,True,,True
809,Post Malone,Rich & Sad,spotify:track:2VdT56BGpdqNHUgOe1j5vc,True,,
810,Kiiara,Whippin (feat. Felix Snow),spotify:track:3QWjljChcOMkRDYSzF33Qr,True,,
811,Kota the Friend,Colorado,spotify:track:3DbBgbnDUOml329rAp2Tbr,True,,True
812,Bruno Mars,Smokin Out The Window,spotify:track:4iN16F8JtVxG2UTzp3avGl,True,True,True
813,Lil Nas X,TALES OF DOMINICA,spotify:track:5S4PZ7AuYlYiVIVik3wHUf,True,,
814,SAINt JHN,Roses - Imanbek Remix,spotify:track:7fPuWrlpwDcHm5aHCH5D9t,True,,
815,Fiji Blue,I Should've Told You,spotify:track:5Q9KfZHV6BZZLQzhKpfPpq,True,,
816,Sheff G,On Go (feat. Polo G),spotify:track:3Ho13bRS28xEvGvgW4LOFM,True,,
817,Yung Booke,Put That Shit On,spotify:track:22uSriiiyQraLjiw9LvJHM,True,,
818,Timeflies,Semi-Charmed,spotify:track:3SEkzQLbiYvYZHbhc1tXn4,True,,
